5.000000000000000000e-01,4.499999999999999833e-02,2.800005600011199752e-05,-1.625598722102805627e-04,1.629995879564133084e-03,5.002148867015275557e-02,-6.252290272712929031e+00,6.269202382970668452e+01,1.931337933529028135e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.499999999999999833e-02,4.900009800019599650e-05,4.795056406345640961e-03,-6.502991665948284865e-03,5.008767366963819134e-02,1.020222726858048219e+02,-1.383612480843608239e+02,1.082481594529984932e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.499999999999999833e-02,1.698003396006791954e-02,1.632039851513559028e-02,1.238043862463756532e-03,5.003453798876140307e-02,9.069319514220360645e+01,6.879865924159015655e+00,1.421317969998915203e+02,2.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,7.520015040030079197e-04,2.272188221395211177e-02,1.173449888551636802e-02,5.006718787751529565e-02,3.029578236025017546e+01,1.564596722202490753e+01,2.002683509725593467e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,1.385002770005539776e-03,-1.430892605030204510e-02,-1.505294002779915090e-02,5.000042342980915572e-02,-1.344743758056057175e+02,-1.414665717861472842e+02,5.633732722776353796e+01,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,4.945009890019779440e-03,-4.379757962933793214e-03,-1.083520120656850799e-02,5.013049549745780820e-02,1.017745989218066960e+01,2.517829218802625846e+01,2.013268884998672092e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,1.256802513605027004e-02,5.007463663217272959e-03,8.166722187813117012e-03,5.010191521430207989e-02,-1.494869571628063376e+01,-2.437997621065077780e+01,2.011273138505824249e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,-4.499999999999999833e-02,6.544013088026175325e-03,-1.895994478795177962e-02,4.099165388860154247e-02,5.006565922840910954e-02,6.280450484537774258e+01,-1.357841783855112681e+02,7.805310365355873614e+01,2.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,-4.499999999999999833e-02,7.477014954029907734e-03,2.712456438591788824e-02,-2.537712750292627634e-02,5.000156887865830208e-02,-5.247389690592248712e+01,4.909338831809205317e+01,1.900167689635737531e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.999999999999999778e-01,4.499999999999999833e-02,1.296002592005183899e-03,6.741761296781634619e-03,-3.621109682024072074e-02,5.009194861207939831e-02,-1.868771997723564127e+01,1.003747845193317403e+02,1.555694572634489816e+02,2.000000000000000000e+00,1.000000000000000000e+00
