5.000000000000000000e-01,4.500000000000000111e-01,1.755003510007020068e-02,-7.343326910122256919e-03,4.108035151170318783e-02,6.009483999924357667e-01,-2.552591775906362415e+01,1.427981740477801225e+02,1.369958010819531466e+02,3.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,4.363008726017452571e-02,-2.271664117351814283e-01,1.682412797148853112e-01,6.001976040010376101e-01,-3.761270624122527551e+00,2.785627409980326430e+00,4.746719496622255718e+01,3.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,4.381008762017524205e-02,-6.025530903088581469e-02,2.663570665014909911e-01,6.000483164387904189e-01,1.336752497055046085e+01,-5.909080535486736352e+01,3.735468547034771802e+01,3.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,-4.500000000000000111e-01,3.282006564013128375e-02,-2.944161217051952106e-01,2.973243664590885516e-01,6.002471902172958895e-01,1.542517029497210146e+01,-1.557754024784349411e+01,4.236089984802531916e+01,3.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,-4.500000000000000111e-01,9.124018248036497303e-02,2.109059047571735981e-03,-1.926848219867252632e-01,6.000651030630738125e-01,1.874884458923864905e+00,-1.712904997275001335e+02,1.645263170860349931e+02,3.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,-4.500000000000000111e-01,1.785603571207142470e-01,-3.490371186534057396e-02,3.881504666754939104e-01,6.005244512028539150e-01,-1.518478525968544446e+01,1.688640310707459093e+02,1.626978709698073828e+02,3.000000000000000000e+00,1.000000000000000000e+00
5.999999999999999778e-01,4.500000000000000111e-01,1.019002038004076030e-02,4.872777039237457530e-01,2.769397409351932460e-01,6.005953162033836890e-01,1.341744890666152514e+02,7.625682017257894074e+01,1.417119298999399746e+02,3.000000000000000000e+00,1.000000000000000000e+00
5.999999999999999778e-01,4.500000000000000111e-01,2.497004994009988099e-02,8.509613805807758613e-02,2.210503094431519877e-01,6.001634836252665028e-01,2.903280342253911961e+00,7.541717317622524064e+00,6.058315381614065842e+01,3.000000000000000000e+00,1.000000000000000000e+00
5.999999999999999778e-01,0.000000000000000000e+00,2.832005664011328153e-02,-6.860204333339965377e-01,-2.089160523578746376e-01,6.001601818408893729e-01,-6.155750013122002429e+01,-1.874630739194367735e+01,2.012771224167294193e+01,3.000000000000000000e+00,1.000000000000000000e+00
5.999999999999999778e-01,0.000000000000000000e+00,4.654009308018616092e-02,-2.335165789565853689e-01,-4.378422265429170179e-02,6.001243092088542896e-01,-3.198014795885848471e+01,-5.996259130741114163e+00,5.173915418830624446e+01,3.000000000000000000e+00,1.000000000000000000e+00
5.999999999999999778e-01,-4.500000000000000111e-01,1.906003812007624199e-02,2.355314898894353137e-01,-8.913431377857897187e-02,6.000389706669750911e-01,-8.614546593695683896e+01,3.260080847376715241e+01,6.890739402621341014e+01,3.000000000000000000e+00,1.000000000000000000e+00
5.999999999999999778e-01,-4.500000000000000111e-01,1.709353418706837546e+00,2.801328139975235998e-01,4.064646759879449456e-01,6.000169353241504577e-01,1.443381892658840648e+00,2.094305715048824457e+00,6.106681255345380066e+01,3.000000000000000000e+00,1.000000000000000000e+00
6.999999999999999556e-01,0.000000000000000000e+00,2.245004490008980017e-02,-5.292554295576379353e-02,-1.961772488409757043e-01,6.002640577750864015e-01,2.840080598481041818e+01,1.052722687724360213e+02,8.365650258207780610e+01,3.000000000000000000e+00,1.000000000000000000e+00
