5.000000000000000000e-01,2.500000000000000139e-02,2.690005380010759600e-04,3.777615096236881798e-02,8.565637829430728170e-03,5.008785859945769775e-02,4.785065696654357481e+01,-6.155179513799533453e+01,1.875946008379797831e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.500000000000000139e-02,2.351004702009403587e-03,3.820595618607613292e-02,3.169909285693514600e-02,5.012332355012848878e-02,5.252959384106743457e+00,2.664711452316501639e+00,1.686396799369573785e+02,2.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,2.500000000000000139e-02,3.248006496012991861e-03,2.486209162063427597e-02,-2.610949756335738739e-02,5.006973229506059969e-02,-6.087519028277529887e-02,-2.256063339899722919e+01,2.018936780467575716e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,2.500000000000000139e-02,1.366302732605465149e-02,-2.137055023012456728e-02,2.198496137216989377e-03,5.016202488668505127e-02,-4.183508304888421847e+00,-3.253391365103998822e+01,2.004846274436275451e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,2.710005420010839616e-04,2.721419213595270212e-02,-2.167995878402528831e-02,5.011417240607258378e-02,8.231181069028030706e+00,-8.059448113051155360e+01,1.862976660882068813e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,1.958003916007831913e-03,1.140016912827255050e-02,3.505077494589244058e-02,5.009636156558193443e-02,-4.154474177839120586e+01,-2.329332719752778758e+01,1.974879704160135532e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,7.209014418028835205e-03,2.037130481796247707e-03,-1.024413600674713848e-02,5.012261680845427753e-02,-6.284770431336946217e+01,-9.655715854396230213e+01,1.673228146932030143e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,-2.500000000000000139e-02,2.650005300010599570e-04,3.030444958708256378e-02,-7.384805433856407759e-03,5.016160649375859398e-02,2.016896949879538781e+01,6.697779215115821216e+01,1.907281603442801838e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,-2.500000000000000139e-02,3.310006620013239528e-04,2.144742205315190373e-02,1.911447682020822603e-02,5.008413651749130113e-02,-1.079808766471723658e+01,1.340862875114117401e+02,1.522311135234602659e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,-2.500000000000000139e-02,1.247002494004987834e-03,1.418365949748316701e-02,-3.408065063831321184e-02,5.016914071431230471e-02,-2.216262099315152057e+01,1.355834854692390223e+01,2.014820898635771584e+02,0.000000000000000000e+00,1.000000000000000000e+00
